SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
2585,XRP,XRP,2020-09-01 23:59:59,0.298213250951,0.278455978014,0.281612450818,0.295695506101,1730740377.124,13304778880.7613
2586,XRP,XRP,2020-09-02 23:59:59,0.303214428138,0.269150678385,0.295612133564,0.276461220694,1985414445.1108,12443862450.1768
2587,XRP,XRP,2020-09-03 23:59:59,0.276726127756,0.245418771377,0.276635775651,0.246580446703,1847290355.24869,11098891750.433
2588,XRP,XRP,2020-09-04 23:59:59,0.266138868518,0.244301315088,0.246726214807,0.25588258145,1924234479.89327,11517592373.2332
2589,XRP,XRP,2020-09-05 23:59:59,0.259605762656,0.23381141156,0.255808034946,0.237691993502,2160621038.28413,10698811447.1253
2590,XRP,XRP,2020-09-06 23:59:59,0.243732021766,0.231322525051,0.237691993502,0.240731035842,1752405004.67978,10835602512.3036
2591,XRP,XRP,2020-09-07 23:59:59,0.243431836829,0.231285444379,0.240811706567,0.242173727711,1773175897.40384,10900539862.7601
2592,XRP,XRP,2020-09-08 23:59:59,0.243872204493,0.232833276286,0.242028519331,0.23675349134,1618416970.20536,10656568300.7491
2593,XRP,XRP,2020-09-09 23:59:59,0.243213464945,0.234273151359,0.23672337872,0.23960930919,1203137131.26997,10785112204.3713
2594,XRP,XRP,2020-09-10 23:59:59,0.249184733463,0.239569579841,0.239689218257,0.243529944954,1353359148.1427,10961584883.0421
2595,XRP,XRP,2020-09-11 23:59:59,0.244815031449,0.237519586992,0.243529944954,0.243291517827,1096662166.08891,10950852982.3244
2596,XRP,XRP,2020-09-12 23:59:59,0.248752093721,0.241820490753,0.243054941688,0.247813855443,1043746082.76935,11154409007.6703
2597,XRP,XRP,2020-09-13 23:59:59,0.253136074395,0.238857129689,0.247813855443,0.241800915014,1163182194.20471,10883759100.8525
2598,XRP,XRP,2020-09-14 23:59:59,0.249822451344,0.240321863439,0.241804292279,0.246326732212,1195994289.88708,11095132155.3784
2599,XRP,XRP,2020-09-15 23:59:59,0.249245384411,0.243391689766,0.2462645773,0.24384953422,1245531094.2615,10983553363.8706
2600,XRP,XRP,2020-09-16 23:59:59,0.250973785642,0.236727184662,0.244009958839,0.247846851473,1421286454.92487,11163601882.319
2601,XRP,XRP,2020-09-17 23:59:59,0.258190046293,0.247218370618,0.247743328588,0.252193533651,1735400720.98562,11359386614.1232
2602,XRP,XRP,2020-09-18 23:59:59,0.255715514078,0.247090991473,0.252284346211,0.250706972178,1282349756.3892,11292428408.4428
2603,XRP,XRP,2020-09-19 23:59:59,0.254100784982,0.248359322673,0.25053041154,0.2517159964,1043485054.8479,11337877219.4206
2604,XRP,XRP,2020-09-20 23:59:59,0.251663327026,0.243715757078,0.251663327026,0.246743316995,1091283584.9207,11113896108.3598
2605,XRP,XRP,2020-09-21 23:59:59,0.248110177592,0.230479274318,0.246817588351,0.232137580509,1718957623.46986,10468793070.5235
2606,XRP,XRP,2020-09-22 23:59:59,0.234742775147,0.230237414239,0.231847976004,0.233416983975,1019583830.63468,10526490794.907
2607,XRP,XRP,2020-09-23 23:59:59,0.23504059,0.22112977,0.2332865,0.22122139,1646803535.3756616,9976501614.778381
2608,XRP,XRP,2020-09-24 23:59:59,0.23368698,0.22033149,0.22167549,0.23290488,1937069766.4125695,10503396315.990017
2609,XRP,XRP,2020-09-25 23:59:59,0.24432869,0.23032155,0.23292827,0.24192164,1770527280.1137207,10910028142.4551
2610,XRP,XRP,2020-09-26 23:59:59,0.24555311,0.2387019,0.24185173,0.24215973,1589059310.9803615,10920765622.537945
2611,XRP,XRP,2020-09-27 23:59:59,0.24435854,0.238526,0.24179152,0.24275486,1388129507.072209,10947604292.048368
2612,XRP,XRP,2020-09-28 23:59:59,0.24768715,0.24159261,0.24333434,0.24186223,1722817156.4880257,10916733254.607126
2613,XRP,XRP,2020-09-29 23:59:59,0.24655182,0.2390381,0.24126917,0.24317734,1630882290.7505898,10976092169.161629
2614,XRP,XRP,2020-09-30 23:59:59,0.24306964,0.23885358,0.24306964,0.24178404,1571088309.7725616,10913203938.6673
2615,XRP,XRP,2020-10-01 23:59:59,0.24464494,0.23494209,0.24196869,0.23824885,1725071846.0340319,10759891552.583754
2616,XRP,XRP,2020-10-02 23:59:59,0.23930603,0.22982348,0.23829741,0.2341174,1849001295.5185485,10573305365.063187
2617,XRP,XRP,2020-10-03 23:59:59,0.23497192,0.23293823,0.23416062,0.23293823,1261839176.45502,10520051301.882381
2618,XRP,XRP,2020-10-04 23:59:59,0.25013849,0.23221023,0.23307175,0.24768521,1885456461.7451549,11186060597.612612
2619,XRP,XRP,2020-10-05 23:59:59,0.25369054,0.24709077,0.24818981,0.25081649,2159900755.4522676,11327476372.691938
2620,XRP,XRP,2020-10-06 23:59:59,0.25877673,0.24235728,0.2508337,0.24534051,3068832280.560093,11080168289.029102
2621,XRP,XRP,2020-10-07 23:59:59,0.25121146,0.24171426,0.24543485,0.24853854,1894313446.825313,11224598913.812586
2622,XRP,XRP,2020-10-08 23:59:59,0.2528206,0.24291395,0.24888669,0.25145445,1984994731.3224475,11356288255.780188
2623,XRP,XRP,2020-10-09 23:59:59,0.25667836,0.24997959,0.25144932,0.25349053,2104833280.6049774,11448242391.1727
2624,XRP,XRP,2020-10-10 23:59:59,0.25977263,0.25314371,0.25322653,0.25429026,1957706163.7452078,11484360136.813892
2625,XRP,XRP,2020-10-11 23:59:59,0.25818861,0.25382321,0.25420139,0.25571862,1851962085.971158,11548868315.397406
2626,XRP,XRP,2020-10-12 23:59:59,0.25821906,0.25017239,0.2556678,0.25644633,2117892927.8940358,11581733743.47534
2627,XRP,XRP,2020-10-13 23:59:59,0.26004908,0.25333534,0.25635078,0.25632299,2098212017.5553164,11595093664.820637
2628,XRP,XRP,2020-10-14 23:59:59,0.25839285,0.24668282,0.25672719,0.24944771,1954936434.4487607,11284082016.773092
2629,XRP,XRP,2020-10-15 23:59:59,0.25027764,0.24401082,0.24940622,0.2459395,1652788746.5094395,11125383615.142073
2630,XRP,XRP,2020-10-16 23:59:59,0.24758985,0.23849985,0.24605756,0.24044322,1656312546.6098406,10879589586.902977
2631,XRP,XRP,2020-10-17 23:59:59,0.24271877,0.23921785,0.24054073,0.2409306,1173505924.5643227,10901642738.575357
2632,XRP,XRP,2020-10-18 23:59:59,0.24341929,0.24057138,0.24085042,0.24222456,1238720801.7602847,10960191725.390621
2633,XRP,XRP,2020-10-19 23:59:59,0.24947083,0.24049732,0.24230839,0.24596448,1435700560.2858698,11129415716.414549
2634,XRP,XRP,2020-10-20 23:59:59,0.24939978,0.24256241,0.2459274,0.24357286,1526376279.211559,11021199802.708344
2635,XRP,XRP,2020-10-21 23:59:59,0.25522671,0.24317919,0.24348472,0.25161491,2306399542.959077,11385086697.292406
2636,XRP,XRP,2020-10-22 23:59:59,0.26346338,0.25123294,0.25133462,0.25680737,2827483708.437488,11620035568.94094
