SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1066,Cardano,ADA,2020-09-01 23:59:59,0.127358850748,0.120017948157,0.12260951637,0.125410653809,451299015.394773,3251530867.52264
1067,Cardano,ADA,2020-09-02 23:59:59,0.126451686774,0.112024252895,0.125476551629,0.115612917027,427391906.621045,2997504254.86297
1068,Cardano,ADA,2020-09-03 23:59:59,0.116422923627,0.0955721256987,0.115537831304,0.0961535282494,486369862.894132,2492979309.39977
1069,Cardano,ADA,2020-09-04 23:59:59,0.104011265008,0.0940823484101,0.095987122476,0.102445043771,514623980.056598,2656099876.11921
1070,Cardano,ADA,2020-09-05 23:59:59,0.103961717547,0.0874009073819,0.102389545041,0.0899233870057,481176027.003339,2331449997.91266
1071,Cardano,ADA,2020-09-06 23:59:59,0.0951887239382,0.0868386347504,0.0899233870057,0.0930596123589,454580262.391842,2412763133.86814
1072,Cardano,ADA,2020-09-07 23:59:59,0.0938432515822,0.0869295018294,0.0930724103059,0.0933333020359,463220961.52307,2419859105.42924
1073,Cardano,ADA,2020-09-08 23:59:59,0.0965737877882,0.0889230167429,0.0932367871035,0.0910107131866,610082646.51685,2359641180.50267
1074,Cardano,ADA,2020-09-09 23:59:59,0.0957447679254,0.0897634097578,0.0911489521489,0.0933485686259,572617714.216807,2420254923.38504
1075,Cardano,ADA,2020-09-10 23:59:59,0.0996888928335,0.0934333458912,0.0934333458912,0.0971556141441,809239666.992245,2518960461.07679
1076,Cardano,ADA,2020-09-11 23:59:59,0.0975255847714,0.0932960926171,0.0971556141441,0.0969890455756,771197364.081277,2514641826.05188
1077,Cardano,ADA,2020-09-12 23:59:59,0.0987099914853,0.0953199649199,0.0971119554985,0.0975983250201,699214252.565662,2530438657.18678
1078,Cardano,ADA,2020-09-13 23:59:59,0.0997506570234,0.0929382998212,0.0975983250201,0.0948559593374,771663332.50706,2459337148.69043
1079,Cardano,ADA,2020-09-14 23:59:59,0.0981787338917,0.0935790874984,0.0949064152055,0.0967687331919,851692143.609324,2508929771.33929
1080,Cardano,ADA,2020-09-15 23:59:59,0.0979324532153,0.0933075111309,0.0968093928156,0.0934962699082,813329600.582736,2908901261.97714
1081,Cardano,ADA,2020-09-16 23:59:59,0.0936855585925,0.0899297189606,0.0933978168774,0.0916495219464,822410832.383203,2851444344.37061
1082,Cardano,ADA,2020-09-17 23:59:59,0.0945117301396,0.091069412871,0.0916545687075,0.0942165194961,825621808.350044,2931310016.22197
1083,Cardano,ADA,2020-09-18 23:59:59,0.0942165194961,0.0900151088649,0.0942165194961,0.0910809259459,699241250.854782,2833753910.03528
1084,Cardano,ADA,2020-09-19 23:59:59,0.0930697264202,0.0906320077085,0.0908837022075,0.0916567547621,617795834.055988,2851669375.23802
1085,Cardano,ADA,2020-09-20 23:59:59,0.0922400077545,0.0883613665961,0.0916619470899,0.0894326921199,682896131.338405,2782473260.43083
1086,Cardano,ADA,2020-09-21 23:59:59,0.0902854560613,0.0784254536112,0.0894585624864,0.0804275993633,566692193.864861,2502302450.30531
1087,Cardano,ADA,2020-09-22 23:59:59,0.0830337940934,0.0798681086933,0.0804477533863,0.0817538853131,316907647.45781,2543566501.55467
1088,Cardano,ADA,2020-09-23 23:59:59,0.0826526,0.07625664,0.08156985,0.07676291,501076416.0764827,2388284815.7629375
1089,Cardano,ADA,2020-09-24 23:59:59,0.08351421,0.0758858,0.07676738,0.08281657,596569914.4597545,2576629223.7008243
1090,Cardano,ADA,2020-09-25 23:59:59,0.09799692,0.08265168,0.08279053,0.09684522,904408694.5736595,3013095545.860658
1091,Cardano,ADA,2020-09-26 23:59:59,0.09939586,0.09282848,0.09690452,0.09556356,649321135.3452785,2973219789.62143
1092,Cardano,ADA,2020-09-27 23:59:59,0.1023107,0.09480915,0.09551922,0.10128698,727996428.218564,3151289578.8580637
1093,Cardano,ADA,2020-09-28 23:59:59,0.10645064,0.10041094,0.10128819,0.10066743,825058842.0590549,3132013925.7848434
1094,Cardano,ADA,2020-09-29 23:59:59,0.1033514,0.09791369,0.10035393,0.10118067,688007845.7907764,3147982046.2976336
1095,Cardano,ADA,2020-09-30 23:59:59,0.10138046,0.09711321,0.10102037,0.1010618,615414657.4313773,3144283757.419978
1096,Cardano,ADA,2020-10-01 23:59:59,0.10419669,0.09583832,0.10115583,0.09786518,743737566.0658978,3044828930.932634
1097,Cardano,ADA,2020-10-02 23:59:59,0.10001765,0.09033118,0.09795036,0.0929206,828579007.6624372,2890990819.387555
1098,Cardano,ADA,2020-10-03 23:59:59,0.09516096,0.09250729,0.0929073,0.09341253,553029309.9135672,2906296013.600637
1099,Cardano,ADA,2020-10-04 23:59:59,0.09697389,0.09269866,0.09352171,0.09634828,697459534.4726604,2997634376.578529
1100,Cardano,ADA,2020-10-05 23:59:59,0.09871873,0.09632476,0.09640373,0.09754411,625952256.8880721,3034839678.558669
1101,Cardano,ADA,2020-10-06 23:59:59,0.09849813,0.09187476,0.09753624,0.09280763,997995413.1933157,2887475829.7984395
